model,case,seed,task_id,actual_model,route,prompt_type,confirmed_reject,uncertain_retained,D,I,D_raw,I_raw,D_uncertain_zero,I_uncertain_zero,visual_verdict,visual_reason,frames_reviewed,video
wan,projectile,1888,plain_projectile_s1888,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.7935705195598409,0.7638820186580412,0.0,0.0,reject,"The original small projectile remains above the launcher while an additional large pale ball descends and persists on the tabletop, clearly simultaneously in frames 3-25 and later.",0-48,morpheus/videos/video_0203.mp4
wan,bouncing_ball,5318,plain_bouncing_ball_s5318,wan,wan_base_numeric_text,plain,False,False,0.0,0.7944786692144099,0.0,0.7944786692144099,0.0,0.7944786692144099,pass,"One orange ball shows clear upward motion in frames 34-43; floor patch behaves as a shadow or residual, without confirmed second independent ball.",0-48,morpheus/videos/video_0204.mp4
cog,falling_marker,937,plain_falling_marker_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.0,0.8065477979708021,0.0,0.8065477979708021,0.0,0.8065477979708021,pass,"The marker remains identifiable while camera framing shifts. Its anonymous trajectory span is 0.023278 of the image diagonal, above the 0.01 static threshold; no persistent duplicate is confirmed.",0-48,morpheus/videos/video_0205.mp4
phantom,falling_ball,1888,plain_falling_ball_s1888,phantom,native_interface_adapted,plain,False,False,0.9996423286797519,0.9262379986971926,0.9996423286797519,0.9262379986971926,0.9996423286797519,0.9262379986971926,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0206.mp4
h3,falling_tape,937,plain_falling_tape_s937,h3,native_interface_adapted,plain,False,False,0.9616391973967424,0.7679440120781762,0.9616391973967424,0.7679440120781762,0.9616391973967424,0.7679440120781762,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0207.mp4
force,collision_equal,5318,plain_collision_equal_s5318,force,native_point_force,plain,True,False,0.0,0.0,0.7083098859214139,0.9820638333213301,0.0,0.0,reject,Additional large sphere at left coexists with both original small ruler targets in frames 21-26 before later occluding the left target.,0-48,morpheus/videos/video_0208.mp4
force,collision_equal,937,plain_collision_equal_s937,force,native_point_force,plain,True,False,0.0,0.0,0.8267430425873444,0.9984609469662821,0.0,0.0,reject,Large sphere enters from left while both original small targets remain visible in frames 18-26; later overlap does not remove confirmed earlier duplication.,0-48,morpheus/videos/video_0209.mp4
phantom,falling_apple,937,plain_falling_apple_s937,phantom,native_interface_adapted,plain,False,False,0.920862466632902,0.8239600356962676,0.920862466632902,0.8239600356962676,0.920862466632902,0.8239600356962676,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0210.mp4
official_phyco,sliding_book,937,plain_sliding_book_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.5638923064982153,0.9255859959624418,0.5638923064982153,0.9255859959624418,0.5638923064982153,0.9255859959624418,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0211.mp4
h3,falling_ball,937,plain_falling_ball_s937,h3,native_interface_adapted,plain,False,False,0.9936671564787999,0.7538865504218174,0.9936671564787999,0.7538865504218174,0.9936671564787999,0.7538865504218174,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0212.mp4
h3,collision_big_hits_small,5318,plain_collision_big_hits_small_s5318,h3,native_interface_adapted,plain,False,False,0.9997833464295482,0.9907427801832658,0.9997833464295482,0.9907427801832658,0.9997833464295482,0.9907427801832658,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0213.mp4
h3,collision_big_hits_small,1888,plain_collision_big_hits_small_s1888,h3,native_interface_adapted,plain,False,False,0.9997532727625672,0.9885174999572394,0.9997532727625672,0.9885174999572394,0.9997532727625672,0.9885174999572394,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0214.mp4
h3,rolling_empty_can,937,plain_rolling_empty_can_s937,h3,native_interface_adapted,plain,False,False,0.9910701282895595,0.6172983580487178,0.9910701282895595,0.6172983580487178,0.9910701282895595,0.6172983580487178,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0215.mp4
cog,bouncing_ball,1888,plain_bouncing_ball_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.0,0.7441750140916049,0.0,0.7441750140916049,0.0,0.7441750140916049,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0216.mp4
cog,rolling_orange,1888,plain_rolling_orange_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.994593007183351,0.42345073421281476,0.994593007183351,0.42345073421281476,0.994593007183351,0.42345073421281476,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0217.mp4
h3,projectile,937,plain_projectile_s937,h3,native_interface_adapted,plain,False,False,0.5853736049712204,0.7623731903179479,0.5853736049712204,0.7623731903179479,0.5853736049712204,0.7623731903179479,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0218.mp4
cog,rolling_full_can,5318,plain_rolling_full_can_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9933914330757794,0.31173210309636873,0.9933914330757794,0.31173210309636873,0.9933914330757794,0.31173210309636873,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0219.mp4
phantom,projectile,937,plain_projectile_s937,phantom,native_interface_adapted,plain,True,False,0.0,0.0,0.795536646533697,0.9304937803968119,0.0,0.0,reject,"The original small projectile remains visually fixed near the left side across frames 0-48 while the launcher moves away. Anonymous target span is 0.001165 of the image diagonal, below 0.01; launcher motion is not target motion.",0-48,morpheus/videos/video_0220.mp4
official_phyco,falling_tape,1888,plain_falling_tape_s1888,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.6043009794446668,0.7156138356420075,0.6043009794446668,0.7156138356420075,0.6043009794446668,0.7156138356420075,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0221.mp4
wan,collision_big_hits_small,1888,plain_collision_big_hits_small_s1888,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.902949396881481,0.991980015578221,0.0,0.0,reject,"All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.00275777, 0.00222424 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.",0-48,morpheus/videos/video_0222.mp4
wan,falling_tape,937,plain_falling_tape_s937,wan,wan_base_numeric_text,plain,False,False,0.0,0.777242351176706,0.0,0.777242351176706,0.0,0.777242351176706,pass,Original targets remain identifiable without a confirmed persistent extra copy. Anonymous trajectory spans 0.02885927 of the image diagonal exceed the 0.01 static threshold; limited motion or camera-correlated movement is not an allowed rejection reason.,0-48,morpheus/videos/video_0223.mp4
h3,rolling_orange,5318,plain_rolling_orange_s5318,h3,native_interface_adapted,plain,False,False,0.9487461915246732,0.5307723845068453,0.9487461915246732,0.5307723845068453,0.9487461915246732,0.5307723845068453,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0224.mp4
cog,rolling_full_can,937,plain_rolling_full_can_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9927940718326635,0.7503505624336019,0.9927940718326635,0.7503505624336019,0.9927940718326635,0.7503505624336019,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0225.mp4
official_phyco,falling_marker,1888,plain_falling_marker_s1888,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.0,0.7727948218585415,0.0,0.0,reject,"The upper marker stays visually stationary across frames 0-48 while unrelated tabletop objects move. Its anonymous trajectory span is 0.001420 of the image diagonal, below 0.01.",0-48,morpheus/videos/video_0226.mp4
h3,bouncing_ball,5318,plain_bouncing_ball_s5318,h3,native_interface_adapted,plain,False,False,0.4851221908833445,0.7853011193568386,0.4851221908833445,0.7853011193568386,0.4851221908833445,0.7853011193568386,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0227.mp4
official_phyco,falling_apple,937,plain_falling_apple_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.6599490434733903,0.9166998204052251,0.6599490434733903,0.9166998204052251,0.6599490434733903,0.9166998204052251,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0228.mp4
cog,falling_ball,937,plain_falling_ball_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9889425745930025,0.6159167332111767,0.9889425745930025,0.6159167332111767,0.9889425745930025,0.6159167332111767,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0229.mp4
phantom,rolling_empty_can,1888,plain_rolling_empty_can_s1888,phantom,native_interface_adapted,plain,False,False,0.9729158847244108,0.6441441802569373,0.9729158847244108,0.6441441802569373,0.9729158847244108,0.6441441802569373,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0230.mp4
phantom,rolling_full_can,937,plain_rolling_full_can_s937,phantom,native_interface_adapted,plain,False,False,0.9790916076066913,0.6262677252042081,0.9790916076066913,0.6262677252042081,0.9790916076066913,0.6262677252042081,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0231.mp4
wan,falling_ball,1888,plain_falling_ball_s1888,wan,wan_base_numeric_text,plain,False,False,0.9825952849753373,0.8380941487344119,0.9825952849753373,0.8380941487344119,0.9825952849753373,0.8380941487344119,pass,"Single orange ball falls through frames 0-21 and exits the bottom edge; later absence follows normal exit, with no persistent duplicate.",0-48,morpheus/videos/video_0232.mp4
official_phyco,collision_big_hits_small,5318,plain_collision_big_hits_small_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.6678864892043843,0.9982797098448579,0.0,0.0,uncertain,Large sphere develops at original target location and obscures it; enlargement versus extra copy unresolved,0-48,morpheus/videos/video_0233.mp4
phantom,falling_apple,5318,plain_falling_apple_s5318,phantom,native_interface_adapted,plain,False,True,0.5411412659574746,0.7083441409258892,0.5411412659574746,0.7083441409258892,0.0,0.0,uncertain,Apple shrinks and becomes indistinguishable against grass around frames 14-18 without a clear image-edge exit; depth change versus loss of target is unresolved.,0-48,morpheus/videos/video_0234.mp4
h3,falling_tape,1888,plain_falling_tape_s1888,h3,native_interface_adapted,plain,False,False,0.9790858301514248,0.8103038711590947,0.9790858301514248,0.8103038711590947,0.9790858301514248,0.8103038711590947,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0235.mp4
h3,rolling_orange,1888,plain_rolling_orange_s1888,h3,native_interface_adapted,plain,False,False,0.9675605942398984,0.36520276102461063,0.9675605942398984,0.36520276102461063,0.9675605942398984,0.36520276102461063,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0236.mp4
phantom,rolling_empty_can,937,plain_rolling_empty_can_s937,phantom,native_interface_adapted,plain,False,False,0.9749190392234958,0.6076732912196744,0.9749190392234958,0.6076732912196744,0.9749190392234958,0.6076732912196744,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0237.mp4
wan,rolling_orange,1888,plain_rolling_orange_s1888,wan,wan_base_numeric_text,plain,False,False,0.8792304592594042,0.2721109994875111,0.8792304592594042,0.2721109994875111,0.8792304592594042,0.2721109994875111,pass,"Single orange remains identifiable; slight image motion and background shift, anonymous span 0.021414 > 0.01 so fixed stationary exclusion does not apply",0-48,morpheus/videos/video_0238.mp4
h3,holonomic_pendulum,1888,plain_holonomic_pendulum_s1888,h3,native_interface_adapted,plain,False,False,0.7477958550150627,0.7923804609260449,0.7477958550150627,0.7923804609260449,0.7477958550150627,0.7923804609260449,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0239.mp4
h3,sliding_book,5318,plain_sliding_book_s5318,h3,native_interface_adapted,plain,False,False,0.988856357719474,0.31348862832137425,0.988856357719474,0.31348862832137425,0.988856357719474,0.31348862832137425,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0240.mp4
cog,falling_tape,1888,plain_falling_tape_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.0,0.6963351852679412,0.0,0.6963351852679412,0.0,0.6963351852679412,pass,"The tape remains identifiable as the camera and scene shift, and its anonymous trajectory span is 0.077515 of the image diagonal, above the 0.01 static threshold. No persistent additional tape is confirmed.",0-48,morpheus/videos/video_0241.mp4
phantom,sliding_book,5318,plain_sliding_book_s5318,phantom,native_interface_adapted,plain,False,False,0.9488489825626768,0.5823530146291235,0.9488489825626768,0.5823530146291235,0.9488489825626768,0.5823530146291235,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0242.mp4
h3,rolling_full_can,937,plain_rolling_full_can_s937,h3,native_interface_adapted,plain,False,False,0.9964446920319984,0.4343444452188191,0.9964446920319984,0.4343444452188191,0.9964446920319984,0.4343444452188191,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0243.mp4
h3,falling_marker,1888,plain_falling_marker_s1888,h3,native_interface_adapted,plain,False,False,0.9791008645334818,0.8063236759501183,0.9791008645334818,0.8063236759501183,0.9791008645334818,0.8063236759501183,pass,"One identifiable marker descends, rises, and rotates. The original upper position is vacated; no simultaneous persistent second marker is confirmed.",0-48,morpheus/videos/video_0244.mp4
wan,collision_small_hits_big,1888,plain_collision_small_hits_big_s1888,wan,wan_base_numeric_text,plain,False,False,0.789529287744895,0.9793356533553249,0.789529287744895,0.9793356533553249,0.789529287744895,0.9793356533553249,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0245.mp4
official_phyco,falling_tape,937,plain_falling_tape_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.4881545367211544,0.7318927112729994,0.4881545367211544,0.7318927112729994,0.4881545367211544,0.7318927112729994,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0246.mp4
cog,projectile,1888,plain_projectile_s1888,cog,cog_base_text_8fps_to24fps,plain,False,True,0.5976305522885255,0.6391429905861646,0.5976305522885255,0.6391429905861646,0.0,0.0,uncertain,"Small dark round regions rise gradually around the launcher's opening, but target-versus-launcher-part identity is ambiguous at this scale. A persistent additional projectile cannot be established confidently.",0-48,morpheus/videos/video_0247.mp4
wan,falling_apple,1888,plain_falling_apple_s1888,wan,wan_base_numeric_text,plain,False,False,0.9847916064267775,0.646176166430628,0.9847916064267775,0.646176166430628,0.9847916064267775,0.646176166430628,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0248.mp4
cog,bouncing_ball,937,plain_bouncing_ball_s937,cog,cog_base_text_8fps_to24fps,plain,True,False,0.0,0.0,0.8749823279449487,0.7434013952199304,0.0,0.0,reject,Single ball splits into two separate orange balls persistently over frames 27-41,0-48,morpheus/videos/video_0249.mp4
wan,bouncing_ball,937,plain_bouncing_ball_s937,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.0,0.9999999999999455,0.0,0.0,uncertain,"The initial small orange target becomes unidentifiable before a large deforming orange shape enters from the bottom around frame 14. Continuity, replacement, and occlusion cannot be resolved; simultaneous persistent copies are not confirmed.",0-48,morpheus/videos/video_0250.mp4
wan,falling_ball,5318,plain_falling_ball_s5318,wan,wan_base_numeric_text,plain,False,False,0.9726423166567157,0.8054190885614402,0.9726423166567157,0.8054190885614402,0.9726423166567157,0.8054190885614402,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0251.mp4
phantom,falling_marker,5318,plain_falling_marker_s5318,phantom,native_interface_adapted,plain,True,False,0.0,0.0,0.0,0.7998365960963992,0.0,0.0,reject,"The upper marker stays visually stationary across frames 0-48 while unrelated tabletop objects move. Its anonymous trajectory span is 0.001944 of the image diagonal, below 0.01.",0-48,morpheus/videos/video_0252.mp4
phantom,collision_big_hits_small,937,plain_collision_big_hits_small_s937,phantom,native_interface_adapted,plain,True,False,0.0,0.0,0.45348997826304105,0.8794373828887982,0.0,0.0,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0253.mp4
wan,collision_big_hits_small,5318,plain_collision_big_hits_small_s5318,wan,wan_base_numeric_text,plain,False,True,0.4767844397340524,0.9841925222961976,0.4767844397340524,0.9841925222961976,0.0,0.0,uncertain,Original left sphere becomes a smeared object while ruler and scene geometry change; identity and actual target displacement cannot be resolved.,0-48,morpheus/videos/video_0254.mp4
official_phyco,falling_ball,937,plain_falling_ball_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,True,0.41474065281940187,0.8102858707897314,0.41474065281940187,0.8102858707897314,0.0,0.0,uncertain,Orange target moves visibly with a separate dark patch that could be shadow or artifact; an independent duplicated ball is not established.,0-48,morpheus/videos/video_0255.mp4
phantom,rolling_orange,1888,plain_rolling_orange_s1888,phantom,native_interface_adapted,plain,False,False,0.942527742170241,0.6051915939505786,0.942527742170241,0.6051915939505786,0.942527742170241,0.6051915939505786,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0256.mp4
cog,rolling_empty_can,5318,plain_rolling_empty_can_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9955440681279888,0.46094193891822355,0.9955440681279888,0.46094193891822355,0.9955440681279888,0.46094193891822355,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0257.mp4
official_phyco,sliding_book,1888,plain_sliding_book_s1888,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.5896755969708891,0.9521893465656492,0.5896755969708891,0.9521893465656492,0.5896755969708891,0.9521893465656492,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0258.mp4
h3,falling_marker,937,plain_falling_marker_s937,h3,native_interface_adapted,plain,True,False,0.0,0.0,0.0,0.9999999999999964,0.0,0.0,pass,The initial marker moves upward in the opening frames and exits through the top edge by approximately frame 3. Later absence follows that visible exit; no persistent duplicate is confirmed.,0-48,morpheus/videos/video_0259.mp4
wan,falling_apple,937,plain_falling_apple_s937,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.9602725530355373,0.7080716090105801,0.0,0.0,reject,Large foreground apple and original small apple are simultaneously separated and visible throughout frames 16-28; both persist later.,0-48,morpheus/videos/video_0260.mp4
official_phyco,collision_big_hits_small,937,plain_collision_big_hits_small_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.6969663189460653,0.9999999999999993,0.0,0.0,uncertain,Large sphere develops over original target; persistent third target cannot be confirmed,0-48,morpheus/videos/video_0261.mp4
h3,double_pendulum,5318,plain_double_pendulum_s5318,h3,native_interface_adapted,plain,False,False,0.9992843479849398,0.8027550467575826,0.9992843479849398,0.8027550467575826,0.9992843479849398,0.8027550467575826,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0262.mp4
phantom,falling_marker,1888,plain_falling_marker_s1888,phantom,native_interface_adapted,plain,True,False,0.0,0.0,0.0,0.8367572964357293,0.0,0.0,reject,"The upper marker remains visually stationary across all 49 frames while unrelated tabletop objects move. Anonymous target span is 0.001331 of the image diagonal, below 0.01.",0-48,morpheus/videos/video_0263.mp4
official_phyco,falling_marker,937,plain_falling_marker_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.0,0.8349185341738644,0.0,0.0,reject,All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.00116366 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.,0-48,morpheus/videos/video_0264.mp4
cog,spring,937,plain_spring_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.0,0.9849543663914795,0.0,0.9849543663914795,0.0,0.9849543663914795,pass,Single spring mass visibly moves; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0265.mp4
cog,sliding_book,5318,plain_sliding_book_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.994046203049466,0.29079557448836685,0.994046203049466,0.29079557448836685,0.994046203049466,0.29079557448836685,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0266.mp4
phantom,sliding_book,1888,plain_sliding_book_s1888,phantom,native_interface_adapted,plain,False,False,0.9816135014633354,0.768170581791748,0.9816135014633354,0.768170581791748,0.9816135014633354,0.768170581791748,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0267.mp4
h3,falling_ball,5318,plain_falling_ball_s5318,h3,native_interface_adapted,plain,False,False,0.9149172718689801,0.6379527212336781,0.9149172718689801,0.6379527212336781,0.9149172718689801,0.6379527212336781,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0268.mp4
official_phyco,collision_small_hits_big,937,plain_collision_small_hits_big_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.773149697437284,0.9999999999999996,0.0,0.0,uncertain,"Large dark sphere appears immediately over the initial target region; original target identity is obscured, so extra-target count is not securely established.",0-48,morpheus/videos/video_0269.mp4
phantom,collision_small_hits_big,5318,plain_collision_small_hits_big_s5318,phantom,native_interface_adapted,plain,False,False,0.6585314631801715,0.8968610394828953,0.6585314631801715,0.8968610394828953,0.6585314631801715,0.8968610394828953,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0270.mp4
h3,falling_tape,5318,plain_falling_tape_s5318,h3,native_interface_adapted,plain,False,False,0.9661101493795319,0.7721132091432601,0.9661101493795319,0.7721132091432601,0.9661101493795319,0.7721132091432601,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0271.mp4
cog,collision_big_hits_small,1888,plain_collision_big_hits_small_s1888,cog,cog_base_text_8fps_to24fps,plain,True,False,0.0,0.0,0.9984902439473125,0.8824212293079317,0.0,0.0,reject,Original two small targets coexist with large additional sphere over frames18-26 and later another extra sphere,0-48,morpheus/videos/video_0272.mp4
phantom,rolling_empty_can,5318,plain_rolling_empty_can_s5318,phantom,native_interface_adapted,plain,False,False,0.9563179386813397,0.5817345205080134,0.9563179386813397,0.5817345205080134,0.9563179386813397,0.5817345205080134,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0273.mp4
h3,falling_marker,5318,plain_falling_marker_s5318,h3,native_interface_adapted,plain,True,False,0.0,0.0,0.0,0.888357883858439,0.0,0.0,reject,Original thin white marker remains at upper center while a separate large white marker enters and descends through frames 29-48.,0-48,morpheus/videos/video_0274.mp4
wan,falling_marker,1888,plain_falling_marker_s1888,wan,wan_base_numeric_text,plain,False,False,0.0,0.6495741721833657,0.0,0.6495741721833657,0.0,0.6495741721833657,pass,Original targets remain identifiable without a confirmed persistent extra copy. Anonymous trajectory spans 0.0390586 of the image diagonal exceed the 0.01 static threshold; limited motion or camera-correlated movement is not an allowed rejection reason.,0-48,morpheus/videos/video_0275.mp4
phantom,falling_tape,1888,plain_falling_tape_s1888,phantom,native_interface_adapted,plain,False,False,0.891571900294203,0.7331662746339634,0.891571900294203,0.7331662746339634,0.891571900294203,0.7331662746339634,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0276.mp4
cog,spring,5318,plain_spring_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.0,0.9764720591048085,0.0,0.9764720591048085,0.0,0.9764720591048085,pass,Single spring mass visibly moves; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0277.mp4
cog,falling_marker,5318,plain_falling_marker_s5318,cog,cog_base_text_8fps_to24fps,plain,False,True,0.0,0.7057491292655268,0.0,0.7057491292655268,0.0,0.0,uncertain,Original thin marker shifts toward and beyond upper edge with camera motion while unrelated tabletop objects move; target motion versus camera displacement is unresolved and tracker span is above 1 percent.,0-48,morpheus/videos/video_0278.mp4
official_phyco,falling_tape,5318,plain_falling_tape_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.6136642927567142,0.8006899311882733,0.6136642927567142,0.8006899311882733,0.6136642927567142,0.8006899311882733,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0279.mp4
phantom,bouncing_ball,5318,plain_bouncing_ball_s5318,phantom,native_interface_adapted,plain,False,False,0.0,0.8369440074827335,0.0,0.8369440074827335,0.0,0.8369440074827335,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0280.mp4
wan,rolling_empty_can,1888,plain_rolling_empty_can_s1888,wan,wan_base_numeric_text,plain,False,False,0.8865012971873649,0.193959908282389,0.8865012971873649,0.193959908282389,0.8865012971873649,0.193959908282389,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0281.mp4
wan,sliding_book,1888,plain_sliding_book_s1888,wan,wan_base_numeric_text,plain,False,False,0.7481413704381594,0.28640224309609347,0.7481413704381594,0.28640224309609347,0.7481413704381594,0.28640224309609347,pass,"Book visibly displaces at frames 13-16 and stretches; continuous single-target identity, deformation alone is not rejection",0-48,morpheus/videos/video_0282.mp4
h3,collision_small_hits_big,1888,plain_collision_small_hits_big_s1888,h3,native_interface_adapted,plain,False,False,0.9999693780247562,0.9896334032156138,0.9999693780247562,0.9896334032156138,0.9999693780247562,0.9896334032156138,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0283.mp4
h3,falling_ball,1888,plain_falling_ball_s1888,h3,native_interface_adapted,plain,False,False,0.941794215120971,0.6941426958387925,0.941794215120971,0.6941426958387925,0.941794215120971,0.6941426958387925,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0284.mp4
cog,bouncing_ball,5318,plain_bouncing_ball_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.0,0.8751534119983244,0.0,0.8751534119983244,0.0,0.8751534119983244,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0285.mp4
force,collision_small_hits_big,5318,plain_collision_small_hits_big_s5318,force,native_point_force,plain,True,False,0.0,0.0,0.6868070190559217,0.9909705779290625,0.0,0.0,reject,A large dark sphere enters from left while both original small ruler targets remain visible across frames 15-35.,0-48,morpheus/videos/video_0286.mp4
cog,collision_equal,937,plain_collision_equal_s937,cog,cog_base_text_8fps_to24fps,plain,True,False,0.0,0.0,0.821687969714766,0.9946617531536301,0.0,0.0,reject,Additional large sphere enters from right from frame 27 onward while both original ruler targets remain separately visible.,0-48,morpheus/videos/video_0287.mp4
