model,case,seed,task_id,actual_model,route,prompt_type,confirmed_reject,uncertain_retained,D,I,D_raw,I_raw,D_uncertain_zero,I_uncertain_zero,visual_verdict,visual_reason,frames_reviewed,video
force,double_pendulum,5318,plain_double_pendulum_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,True,False,0.0,0.0,0.9929937184788287,0.5386896920553,0.0,0.0,uncertain,A large deforming colored structure covers original pendulum rods from frame 3; enlargement and occlusion prevent reliable target-count determination.,0-48,morpheus/videos/video_0179.mp4
force,falling_apple,937,plain_falling_apple_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,True,0.979903283315489,0.7593386010321606,0.979903283315489,0.7593386010321606,0.0,0.0,uncertain,"The apple descends visibly, becomes indistinguishable in frames 27-32, reappears in frames 33-38, then disappears within the scene. Continuity versus temporary occlusion or deformation is unresolved; a persistent additional apple is not confirmed.",0-48,morpheus/videos/video_0154.mp4
force,falling_apple,1888,plain_falling_apple_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9537833601193294,0.8241561351805554,0.9537833601193294,0.8241561351805554,0.9537833601193294,0.8241561351805554,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0329.mp4
force,falling_apple,5318,plain_falling_apple_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.8358878220206823,0.0,0.8358878220206823,0.0,0.8358878220206823,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0174.mp4
force,falling_ball,937,plain_falling_ball_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9889425745930025,0.6159167332111767,0.9889425745930025,0.6159167332111767,0.9889425745930025,0.6159167332111767,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0229.mp4
force,falling_ball,1888,plain_falling_ball_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,True,False,0.0,0.0,0.9725146948548956,0.6331083405743367,0.0,0.0,reject,Large new ball rises from lower edge while original small falling ball stays visible over frames12-39,0-48,morpheus/videos/video_0193.mp4
force,falling_ball,5318,plain_falling_ball_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9843046013700077,0.8462222628022257,0.9843046013700077,0.8462222628022257,0.9843046013700077,0.8462222628022257,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0338.mp4
force,falling_marker,937,plain_falling_marker_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.8065477979708021,0.0,0.8065477979708021,0.0,0.8065477979708021,pass,"The marker remains identifiable while camera framing shifts. Its anonymous trajectory span is 0.023278 of the image diagonal, above the 0.01 static threshold; no persistent duplicate is confirmed.",0-48,morpheus/videos/video_0205.mp4
force,falling_marker,1888,plain_falling_marker_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,True,0.22537441004612224,0.6402688811330697,0.22537441004612224,0.6402688811330697,0.0,0.0,uncertain,Camera movement and scene deformation obscure the thin original upper marker while cyan tabletop pieces move. Marker continuity and an additional independent marker cannot be established.,0-48,morpheus/videos/video_0344.mp4
force,falling_marker,5318,plain_falling_marker_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,True,0.0,0.7057491292655268,0.0,0.7057491292655268,0.0,0.0,uncertain,Original thin marker shifts toward and beyond upper edge with camera motion while unrelated tabletop objects move; target motion versus camera displacement is unresolved and tracker span is above 1 percent.,0-48,morpheus/videos/video_0278.mp4
force,falling_tape,937,plain_falling_tape_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9720641353938427,0.6072037401040361,0.9720641353938427,0.6072037401040361,0.9720641353938427,0.6072037401040361,pass,"A single tape target visibly descends and deforms into an irregular folded shape before reaching the tabletop. Deformation alone is not a rejection condition, and no persistent additional independent tape target is confirmed.",0-48,morpheus/videos/video_0340.mp4
force,falling_tape,1888,plain_falling_tape_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.6963351852679412,0.0,0.6963351852679412,0.0,0.6963351852679412,pass,"The tape remains identifiable as the camera and scene shift, and its anonymous trajectory span is 0.077515 of the image diagonal, above the 0.01 static threshold. No persistent additional tape is confirmed.",0-48,morpheus/videos/video_0241.mp4
force,falling_tape,5318,plain_falling_tape_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9286309676860787,0.8124816991272604,0.9286309676860787,0.8124816991272604,0.9286309676860787,0.8124816991272604,pass,"The single tape target visibly changes position and descends through the clip. Its shape and orientation change, without a confirmed persistent second target.",0-48,morpheus/videos/video_0355.mp4
wan,holonomic_pendulum,937,plain_holonomic_pendulum_s937_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.5989860793506504,0.975867091938568,0.5989860793506504,0.975867091938568,0.5989860793506504,0.975867091938568,,,,morpheus/videos/video_0144.mp4
phantom,holonomic_pendulum,937,plain_holonomic_pendulum_s937_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.5989860793506504,0.975867091938568,0.5989860793506504,0.975867091938568,0.5989860793506504,0.975867091938568,,,,morpheus/videos/video_0144.mp4
force,holonomic_pendulum,937,plain_holonomic_pendulum_s937,cog,shared_cog_base_no_F_control_branch_off,plain,True,False,0.0,0.0,0.8955644636171862,0.4492422588962927,0.0,0.0,reject,"An additional blue sphere coexists with the original orange pendulum target repeatedly, including clearly separated targets in frames 24-29 and 33-38, rather than a single target merely changing size.",0-48,morpheus/videos/video_0196.mp4
wan,holonomic_pendulum,1888,plain_holonomic_pendulum_s1888_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.8482515507750265,0.950231560822092,0.8482515507750265,0.950231560822092,0.8482515507750265,0.950231560822092,,,,morpheus/videos/video_0137.mp4
phantom,holonomic_pendulum,1888,plain_holonomic_pendulum_s1888_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.8482515507750265,0.950231560822092,0.8482515507750265,0.950231560822092,0.8482515507750265,0.950231560822092,,,,morpheus/videos/video_0137.mp4
force,holonomic_pendulum,1888,plain_holonomic_pendulum_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9234000149027685,0.5661541056807537,0.9234000149027685,0.5661541056807537,0.9234000149027685,0.5661541056807537,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0339.mp4
wan,holonomic_pendulum,5318,plain_holonomic_pendulum_s5318_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.7036356823061971,0.9838146531567246,0.7036356823061971,0.9838146531567246,0.7036356823061971,0.9838146531567246,,,,morpheus/videos/video_0131.mp4
phantom,holonomic_pendulum,5318,plain_holonomic_pendulum_s5318_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.7036356823061971,0.9838146531567246,0.7036356823061971,0.9838146531567246,0.7036356823061971,0.9838146531567246,,,,morpheus/videos/video_0131.mp4
force,holonomic_pendulum,5318,plain_holonomic_pendulum_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9388005932693567,0.9042373366926314,0.9388005932693567,0.9042373366926314,0.9388005932693567,0.9042373366926314,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0157.mp4
force,rolling_empty_can,937,plain_rolling_empty_can_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9904108635233236,0.7084696426657461,0.9904108635233236,0.7084696426657461,0.9904108635233236,0.7084696426657461,pass,"Full-frame visual review confirms one identifiable original target without a persistent additional copy. Anonymous trajectory span 0.01825812 of the image diagonal exceeds the 0.01 static threshold; limited scene-relative motion, deformation, or camera movement alone is not a rejection condition.",0-48,morpheus/videos/video_0326.mp4
force,rolling_empty_can,1888,plain_rolling_empty_can_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9955716094769673,0.5098106845699475,0.9955716094769673,0.5098106845699475,0.9955716094769673,0.5098106845699475,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0337.mp4
force,rolling_empty_can,5318,plain_rolling_empty_can_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9955440681279888,0.46094193891822355,0.9955440681279888,0.46094193891822355,0.9955440681279888,0.46094193891822355,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0257.mp4
force,rolling_full_can,937,plain_rolling_full_can_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9927940718326635,0.7503505624336019,0.9927940718326635,0.7503505624336019,0.9927940718326635,0.7503505624336019,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0225.mp4
force,rolling_full_can,1888,plain_rolling_full_can_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9945754352487495,0.6081990501798571,0.9945754352487495,0.6081990501798571,0.9945754352487495,0.6081990501798571,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0324.mp4
force,rolling_full_can,5318,plain_rolling_full_can_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9933914330757794,0.31173210309636873,0.9933914330757794,0.31173210309636873,0.9933914330757794,0.31173210309636873,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0219.mp4
force,rolling_orange,937,plain_rolling_orange_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9914614015614303,0.4840944100887125,0.9914614015614303,0.4840944100887125,0.9914614015614303,0.4840944100887125,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0341.mp4
force,rolling_orange,1888,plain_rolling_orange_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.994593007183351,0.42345073421281476,0.994593007183351,0.42345073421281476,0.994593007183351,0.42345073421281476,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0217.mp4
force,rolling_orange,5318,plain_rolling_orange_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9898138905380167,0.30120218599482357,0.9898138905380167,0.30120218599482357,0.9898138905380167,0.30120218599482357,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0187.mp4
force,sliding_book,937,plain_sliding_book_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9597215679226525,0.1625399642318185,0.9597215679226525,0.1625399642318185,0.9597215679226525,0.1625399642318185,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0336.mp4
force,sliding_book,1888,plain_sliding_book_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.9924968228147237,0.13677038473708125,0.9924968228147237,0.13677038473708125,0.9924968228147237,0.13677038473708125,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0308.mp4
force,sliding_book,5318,plain_sliding_book_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.994046203049466,0.29079557448836685,0.994046203049466,0.29079557448836685,0.994046203049466,0.29079557448836685,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0266.mp4
wan,spring,937,plain_spring_s937_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.0,0.9615384615387568,0.0,0.9615384615387568,0.0,0.0,,,,morpheus/videos/video_0136.mp4
phantom,spring,937,plain_spring_s937_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.0,0.9615384615387568,0.0,0.9615384615387568,0.0,0.0,,,,morpheus/videos/video_0136.mp4
force,spring,937,plain_spring_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.9849543663914795,0.0,0.9849543663914795,0.0,0.9849543663914795,pass,Single spring mass visibly moves; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0265.mp4
wan,spring,1888,plain_spring_s1888_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.0,0.9341461577988526,0.0,0.9341461577988526,0.0,0.9341461577988526,,,,morpheus/videos/video_0142.mp4
phantom,spring,1888,plain_spring_s1888_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,False,0.0,0.9341461577988526,0.0,0.9341461577988526,0.0,0.9341461577988526,,,,morpheus/videos/video_0142.mp4
force,spring,1888,plain_spring_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.9524831572316457,0.0,0.9524831572316457,0.0,0.9524831572316457,pass,Single spring mass visibly moves; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0164.mp4
wan,spring,5318,plain_spring_s5318_wan_base,wan_base,shared_wan_base_control_branch_off,plain,True,False,0.0,0.0,0.0,0.49577307053171105,0.0,0.0,,,,morpheus/videos/video_0145.mp4
phantom,spring,5318,plain_spring_s5318_wan_base,wan_base,shared_wan_base_control_branch_off,plain,True,False,0.0,0.0,0.0,0.49577307053171105,0.0,0.0,,,,morpheus/videos/video_0145.mp4
force,spring,5318,plain_spring_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.9764720591048085,0.0,0.9764720591048085,0.0,0.9764720591048085,pass,Single spring mass visibly moves; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0277.mp4
