family,case,axis,axis_value,seed,variant,origin,outcome_px,window_start,window_end,track_path
drop,006_S02_V3-01_drop__m1,e,0.316227764,42,original,existing_anchor,0.06005803002921084,16,22,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL0__s42.json
drop,006_S02_V3-01_drop__m1,e,0.547722578,42,original,existing_anchor,42.75426895550885,12,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL1__s42.json
drop,006_S02_V3-01_drop__m1,e,0.707106769,42,original,existing_anchor,67.90636541715946,13,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__CENTER__s42.json
drop,006_S02_V3-01_drop__m1,e,0.836660028,42,original,existing_anchor,81.61688857269141,12,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL3__s42.json
drop,006_S02_V3-01_drop__m1,e,0.948683321,42,original,existing_anchor,87.89893729856232,12,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL4__s42.json
drop,006_S02_V3-01_drop__m1,e,0.374101,42,original,dense_addition,2.391351463499518,13,22,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.374101__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.431975,42,original,dense_addition,9.458300846397208,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.431975__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.489849,42,original,dense_addition,15.023251745909192,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.489849__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.587569,42,original,dense_addition,46.72890760665638,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.587569__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.627415,42,original,dense_addition,50.72176234724179,13,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.627415__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.667261,42,original,dense_addition,52.10325538573875,13,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.667261__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.739495,42,original,dense_addition,69.59200931535389,12,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.739495__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.771883,42,original,dense_addition,72.38580005404577,13,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.771883__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.804272,42,original,dense_addition,79.9579056684002,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.804272__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.864666,42,original,dense_addition,84.4596750987522,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.864666__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.892672,42,original,dense_addition,85.21560381454358,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.892672__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.920677,42,original,dense_addition,85.03566586792371,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.920677__s42__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.316227764,42,removed,existing_anchor,7.874985035642396,12,16,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL0__s42__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.547722578,42,removed,existing_anchor,7.681416785139959,12,16,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL1__s42__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.707106769,42,removed,existing_anchor,7.899146668769276,12,16,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__CENTER__s42__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.836660028,42,removed,existing_anchor,7.881417859354087,12,16,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL3__s42__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.948683321,42,removed,existing_anchor,7.919525888958219,12,16,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL4__s42__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.374101,42,removed,dense_addition,7.835308796007439,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.374101__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.431975,42,removed,dense_addition,7.940402189367774,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.431975__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.489849,42,removed,dense_addition,7.888368702747869,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.489849__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.587569,42,removed,dense_addition,7.836989088031771,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.587569__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.627415,42,removed,dense_addition,7.906774394033562,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.627415__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.667261,42,removed,dense_addition,8.049097736441183,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.667261__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.739495,42,removed,dense_addition,7.943107175845512,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.739495__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.771883,42,removed,dense_addition,7.876935869371891,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.771883__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.804272,42,removed,dense_addition,7.993387318221323,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.804272__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.864666,42,removed,dense_addition,7.717833603192503,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.864666__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.892672,42,removed,dense_addition,7.986214585335517,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.892672__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.920677,42,removed,dense_addition,7.926433915211987,12,16,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.920677__s42__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.316227764,3407,original,existing_anchor,1.2002179689855552,15,22,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL0__s3407.json
drop,006_S02_V3-01_drop__m1,e,0.547722578,3407,original,existing_anchor,38.45438692183262,12,15,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL1__s3407.json
drop,006_S02_V3-01_drop__m1,e,0.707106769,3407,original,existing_anchor,52.670012903779764,13,13,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__CENTER__s3407.json
drop,006_S02_V3-01_drop__m1,e,0.836660028,3407,original,existing_anchor,69.04832480695904,12,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL3__s3407.json
drop,006_S02_V3-01_drop__m1,e,0.948683321,3407,original,existing_anchor,76.4676252261493,12,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL4__s3407.json
drop,006_S02_V3-01_drop__m1,e,0.374101,3407,original,dense_addition,7.277213523454122,14,22,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.374101__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.431975,3407,original,dense_addition,23.030345597290648,15,22,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.431975__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.489849,3407,original,dense_addition,31.35066175684011,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.489849__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.587569,3407,original,dense_addition,41.47268768401352,12,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.587569__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.627415,3407,original,dense_addition,44.07033334339286,13,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.627415__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.667261,3407,original,dense_addition,52.895466983705035,13,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.667261__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.739495,3407,original,dense_addition,49.68671796767882,13,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.739495__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.771883,3407,original,dense_addition,59.66398690990508,13,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.771883__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.804272,3407,original,dense_addition,66.24818329478899,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.804272__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.864666,3407,original,dense_addition,70.86056140529524,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.864666__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.892672,3407,original,dense_addition,72.14878381962862,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.892672__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.920677,3407,original,dense_addition,75.77326202368613,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.920677__s3407__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.316227764,3407,removed,existing_anchor,44.77985566689165,13,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL0__s3407__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.547722578,3407,removed,existing_anchor,44.54424767923189,13,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL1__s3407__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.707106769,3407,removed,existing_anchor,31.603780172079666,13,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__CENTER__s3407__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.836660028,3407,removed,existing_anchor,44.561973402476156,13,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL3__s3407__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.948683321,3407,removed,existing_anchor,44.647418789742005,13,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL4__s3407__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.374101,3407,removed,dense_addition,44.70731733312874,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.374101__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.431975,3407,removed,dense_addition,34.122150574021134,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.431975__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.489849,3407,removed,dense_addition,44.70149664355671,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.489849__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.587569,3407,removed,dense_addition,44.62745408409563,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.587569__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.627415,3407,removed,dense_addition,41.796277963480804,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.627415__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.667261,3407,removed,dense_addition,44.82475685234306,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.667261__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.739495,3407,removed,dense_addition,44.422759552769094,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.739495__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.771883,3407,removed,dense_addition,44.67570660770838,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.771883__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.804272,3407,removed,dense_addition,44.459050828120326,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.804272__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.864666,3407,removed,dense_addition,44.58105013478536,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.864666__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.892672,3407,removed,dense_addition,44.47074427540963,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.892672__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.920677,3407,removed,dense_addition,44.52822060085629,13,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.920677__s3407__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.316227764,918273,original,existing_anchor,2.654793489554379,13,22,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL0__s918273.json
drop,006_S02_V3-01_drop__m1,e,0.547722578,918273,original,existing_anchor,35.18176155111246,12,15,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL1__s918273.json
drop,006_S02_V3-01_drop__m1,e,0.707106769,918273,original,existing_anchor,57.49069055594407,11,13,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__CENTER__s918273.json
drop,006_S02_V3-01_drop__m1,e,0.836660028,918273,original,existing_anchor,87.09804726363592,11,13,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL3__s918273.json
drop,006_S02_V3-01_drop__m1,e,0.948683321,918273,original,existing_anchor,91.72231530685531,11,14,archive/evaluations/20260909_corrected_pcf_m_balance/tracking/trajectories/h2/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL4__s918273.json
drop,006_S02_V3-01_drop__m1,e,0.374101,918273,original,dense_addition,14.829467785208237,13,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.374101__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.431975,918273,original,dense_addition,22.18112814872717,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.431975__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.489849,918273,original,dense_addition,28.642304161267873,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.489849__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.587569,918273,original,dense_addition,49.40153267285723,12,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.587569__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.627415,918273,original,dense_addition,50.78546475861265,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.627415__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.667261,918273,original,dense_addition,57.632482637193505,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.667261__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.739495,918273,original,dense_addition,63.92637253511134,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.739495__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.771883,918273,original,dense_addition,69.3025361701022,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.771883__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.804272,918273,original,dense_addition,73.75654964242761,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.804272__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.864666,918273,original,dense_addition,86.52397087985344,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.864666__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.892672,918273,original,dense_addition,86.4589142364594,11,13,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.892672__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.920677,918273,original,dense_addition,89.57601480549226,11,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/original/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.920677__s918273__original_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.316227764,918273,removed,existing_anchor,41.888739146609396,11,14,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL0__s918273__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.547722578,918273,removed,existing_anchor,42.01357140939467,11,14,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL1__s918273__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.707106769,918273,removed,existing_anchor,41.71782590764337,11,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__CENTER__s918273__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.836660028,918273,removed,existing_anchor,41.88309634205541,11,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL3__s918273__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.948683321,918273,removed,existing_anchor,41.68394746410547,11,15,archive/evaluations/20260916_evidence_B_exhaustive75x3_v01/removed/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__eL4__s918273__e_message_removed_exhaustive.json
drop,006_S02_V3-01_drop__m1,e,0.374101,918273,removed,dense_addition,41.73348966674297,11,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.374101__s918273__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.431975,918273,removed,dense_addition,41.74373181939694,11,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.431975__s918273__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.489849,918273,removed,dense_addition,41.870029673590466,11,14,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.489849__s918273__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.587569,918273,removed,dense_addition,41.56521774582376,11,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.587569__s918273__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.627415,918273,removed,dense_addition,41.53796100042388,11,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.627415__s918273__removed_diverse4.json
drop,006_S02_V3-01_drop__m1,e,0.667261,918273,removed,dense_addition,41.6467718347763,11,15,archive/evaluations/20260916_evidence_B_diverse_dense4_v01/tracking/trajectories/removed/006_S02_V3-01_drop__m1/pd66_006_S02_V3-01_drop__m1__e0.667261__s918273__removed_diverse4.json
